,Unnamed: 0,year_2020,county_fips,totalvotes_2020,party_2020,county_name_2020,state_2020,state_po_2020,candidatevotes_2020,voteShare_2020,year_2016,totalvotes_2016,party_2016,county_name_2016,state_2016,state_po_2016,candidatevotes_2016,voteShare_2016,DELTA,CLUSTER
547,547,2020,55039.0,57251,DEMOCRAT,FOND DU LAC,WISCONSIN,WI,20588,0.3596094391364343,2016,51327,DEMOCRAT,FOND DU LAC,WISCONSIN,WI,17391,0.3388275176807528,2.078192145568148,1
548,548,2020,55041.0,5053,DEMOCRAT,FOREST,WISCONSIN,WI,1721,0.3405897486641599,2016,4540,DEMOCRAT,FOREST,WISCONSIN,WI,1584,0.3488986784140969,-0.8308929749937022,7
549,549,2020,55043.0,25608,DEMOCRAT,GRANT,WISCONSIN,WI,10998,0.4294751640112464,2016,24321,DEMOCRAT,GRANT,WISCONSIN,WI,10046,0.4130586735742774,1.6416490436969078,0
550,550,2020,55045.0,21406,DEMOCRAT,GREEN,WISCONSIN,WI,10851,0.5069139493599926,2016,18985,DEMOCRAT,GREEN,WISCONSIN,WI,9122,0.4804845930998156,2.6429356260176897,2
551,551,2020,55047.0,10671,DEMOCRAT,GREEN LAKE,WISCONSIN,WI,3344,0.3133726923437354,2016,9388,DEMOCRAT,GREEN LAKE,WISCONSIN,WI,2701,0.2877077119727311,2.566498037100424,1
552,552,2020,55049.0,13992,DEMOCRAT,IOWA,WISCONSIN,WI,7828,0.5594625500285878,2016,12260,DEMOCRAT,IOWA,WISCONSIN,WI,6669,0.5439641109298532,1.5498439098734609,0
553,553,2020,55051.0,4010,DEMOCRAT,IRON,WISCONSIN,WI,1533,0.3822942643391521,2016,3497,DEMOCRAT,IRON,WISCONSIN,WI,1273,0.3640263082642265,1.826795607492565,0
554,554,2020,55053.0,10184,DEMOCRAT,JACKSON,WISCONSIN,WI,4256,0.417910447761194,2016,9272,DEMOCRAT,JACKSON,WISCONSIN,WI,3821,0.4121009490940466,0.5809498667147417,4
555,555,2020,55055.0,47979,DEMOCRAT,JEFFERSON,WISCONSIN,WI,19904,0.4148481627378644,2016,43146,DEMOCRAT,JEFFERSON,WISCONSIN,WI,16561,0.3838362768275158,3.101188591034859,3
556,556,2020,55057.0,13709,DEMOCRAT,JUNEAU,WISCONSIN,WI,4746,0.3461959296812313,2016,11732,DEMOCRAT,JUNEAU,WISCONSIN,WI,4073,0.3471701329696556,-0.0974203288424346,5
557,557,2020,55059.0,88738,DEMOCRAT,KENOSHA,WISCONSIN,WI,42193,0.4754783745407829,2016,77076,DEMOCRAT,KENOSHA,WISCONSIN,WI,35771,0.4641003684674866,1.137800607329631,4
558,558,2020,55061.0,12095,DEMOCRAT,KEWAUNEE,WISCONSIN,WI,3976,0.3287308805291443,2016,10758,DEMOCRAT,KEWAUNEE,WISCONSIN,WI,3623,0.3367726343186465,-0.8041753789502282,7
559,559,2020,55063.0,67884,DEMOCRAT,LA CROSSE,WISCONSIN,WI,37846,0.5575098697778563,2016,62968,DEMOCRAT,LA CROSSE,WISCONSIN,WI,32406,0.5146423580231229,4.286751175473347,6
560,560,2020,55065.0,8555,DEMOCRAT,LAFAYETTE,WISCONSIN,WI,3647,0.4263004091174752,2016,7662,DEMOCRAT,LAFAYETTE,WISCONSIN,WI,3288,0.4291307752545027,-0.2830366137027529,7
561,561,2020,55067.0,11165,DEMOCRAT,LANGLADE,WISCONSIN,WI,3704,0.3317510076130766,2016,10132,DEMOCRAT,LANGLADE,WISCONSIN,WI,3260,0.3217528622187129,0.9998145394363612,4
562,562,2020,55069.0,16497,DEMOCRAT,LINCOLN,WISCONSIN,WI,6261,0.3795235497363157,2016,14706,DEMOCRAT,LINCOLN,WISCONSIN,WI,5370,0.36515707874337,1.4366470992945637,0
563,563,2020,55071.0,44829,DEMOCRAT,MANITOWOC,WISCONSIN,WI,16818,0.3751589372950545,2016,40346,DEMOCRAT,MANITOWOC,WISCONSIN,WI,14506,0.3595399791800922,1.5618958114962334,0
564,564,2020,55073.0,76751,DEMOCRAT,MARATHON,WISCONSIN,WI,30808,0.4014019361311253,2016,69515,DEMOCRAT,MARATHON,WISCONSIN,WI,26477,0.3808818240667482,2.052011206437715,1
565,565,2020,55075.0,22979,DEMOCRAT,MARINETTE,WISCONSIN,WI,7366,0.320553548892467,2016,20046,DEMOCRAT,MARINETTE,WISCONSIN,WI,6243,0.3114337024842861,0.9119846408180864,4
566,566,2020,55077.0,9065,DEMOCRAT,MARQUETTE,WISCONSIN,WI,3239,0.3573083287369001,2016,7893,DEMOCRAT,MARQUETTE,WISCONSIN,WI,2809,0.3558849613581654,0.1423367378734719,5
567,567,2020,55078.0,1590,DEMOCRAT,MENOMINEE,WISCONSIN,WI,1303,0.819496855345912,2016,1279,DEMOCRAT,MENOMINEE,WISCONSIN,WI,1003,0.784206411258796,3.5290444087116013,3
568,568,2020,55079.0,458971,DEMOCRAT,MILWAUKEE,WISCONSIN,WI,317270,0.6912637181869878,2016,440247,DEMOCRAT,MILWAUKEE,WISCONSIN,WI,288797,0.6559885700527204,3.5275148134267464,3
569,569,2020,55081.0,22611,DEMOCRAT,MONROE,WISCONSIN,WI,8433,0.3729600636858166,2016,19670,DEMOCRAT,MONROE,WISCONSIN,WI,7048,0.358312150482969,1.464791320284764,0
570,570,2020,55083.0,23215,DEMOCRAT,OCONTO,WISCONSIN,WI,6715,0.2892526383803575,2016,19978,DEMOCRAT,OCONTO,WISCONSIN,WI,5884,0.2945239763740114,-0.5271337993653868,7
571,571,2020,55085.0,24159,DEMOCRAT,ONEIDA,WISCONSIN,WI,10105,0.418270623784097,2016,21473,DEMOCRAT,ONEIDA,WISCONSIN,WI,8104,0.3774041819959949,4.0866441788102055,6
572,572,2020,55087.0,108022,DEMOCRAT,OUTAGAMIE,WISCONSIN,WI,47667,0.4412712225287441,2016,93868,DEMOCRAT,OUTAGAMIE,WISCONSIN,WI,38087,0.4057506285422082,3.55205939865359,3
573,573,2020,55089.0,61486,DEMOCRAT,OZAUKEE,WISCONSIN,WI,26517,0.4312689067429984,2016,54523,DEMOCRAT,OZAUKEE,WISCONSIN,WI,20168,0.3698989417310126,6.136996501198578,11
574,574,2020,55091.0,4144,DEMOCRAT,PEPIN,WISCONSIN,WI,1489,0.3593146718146718,2016,3739,DEMOCRAT,PEPIN,WISCONSIN,WI,1345,0.3597218507622359,-0.040717894756409,5
575,575,2020,55093.0,23317,DEMOCRAT,PIERCE,WISCONSIN,WI,9796,0.4201226572886735,2016,21189,DEMOCRAT,PIERCE,WISCONSIN,WI,8382,0.3955826136202747,2.454004366839879,1
576,576,2020,55095.0,26371,DEMOCRAT,POLK,WISCONSIN,WI,9370,0.3553145500739448,2016,22749,DEMOCRAT,POLK,WISCONSIN,WI,7570,0.3327618796430612,2.2552670430883603,1
577,577,2020,55097.0,40603,DEMOCRAT,PORTAGE,WISCONSIN,WI,20428,0.5031155333349753,2016,38496,DEMOCRAT,PORTAGE,WISCONSIN,WI,18521,0.4811149210307564,2.200061230421885,1
578,578,2020,55099.0,8546,DEMOCRAT,PRICE,WISCONSIN,WI,3032,0.3547858647320384,2016,7577,DEMOCRAT,PRICE,WISCONSIN,WI,2669,0.3522502309621222,0.2535633769916168,5
579,579,2020,55101.0,106451,DEMOCRAT,RACINE,WISCONSIN,WI,50159,0.4711933189918366,2016,94133,DEMOCRAT,RACINE,WISCONSIN,WI,42512,0.4516163300861547,1.9576988905681936,0
580,580,2020,55103.0,9014,DEMOCRAT,RICHLAND,WISCONSIN,WI,3995,0.4431994674950077,2016,8055,DEMOCRAT,RICHLAND,WISCONSIN,WI,3577,0.4440720049658597,-0.0872537470851919,5
581,581,2020,55105.0,85360,DEMOCRAT,ROCK,WISCONSIN,WI,46658,0.5466026241799438,2016,76068,DEMOCRAT,ROCK,WISCONSIN,WI,39343,0.5172082873218699,2.939433685807391,2
582,582,2020,55107.0,7886,DEMOCRAT,RUSK,WISCONSIN,WI,2517,0.3191732183616536,2016,7087,DEMOCRAT,RUSK,WISCONSIN,WI,2171,0.3063355439537181,1.2837674407935484,0
583,583,2020,55109.0,56707,DEMOCRAT,ST. CROIX,WISCONSIN,WI,23190,0.4089442220537147,2016,47508,DEMOCRAT,ST. CROIX,WISCONSIN,WI,17486,0.3680643260082512,4.087989604546349,6
584,584,2020,55111.0,36203,DEMOCRAT,SAUK,WISCONSIN,WI,18108,0.5001795431317847,2016,31318,DEMOCRAT,SAUK,WISCONSIN,WI,14692,0.469123187943036,3.105635518874872,3
585,585,2020,55113.0,10510,DEMOCRAT,SAWYER,WISCONSIN,WI,4498,0.4279733587059943,2016,9121,DEMOCRAT,SAWYER,WISCONSIN,WI,3504,0.3841684025874355,4.380495611855872,6
586,586,2020,55115.0,22615,DEMOCRAT,SHAWANO,WISCONSIN,WI,7131,0.3153216891443732,2016,19751,DEMOCRAT,SHAWANO,WISCONSIN,WI,6056,0.306617386461445,0.8704302682928211,4
587,587,2020,55117.0,66011,DEMOCRAT,SHEBOYGAN,WISCONSIN,WI,27101,0.4105527866567693,2016,59655,DEMOCRAT,SHEBOYGAN,WISCONSIN,WI,22956,0.3848126728689967,2.574011378777258,1
588,588,2020,55119.0,10686,DEMOCRAT,TAYLOR,WISCONSIN,WI,2693,0.2520119782893505,2016,9484,DEMOCRAT,TAYLOR,WISCONSIN,WI,2398,0.2528469000421763,-0.0834921752825734,5
589,589,2020,55121.0,15380,DEMOCRAT,TREMPEALEAU,WISCONSIN,WI,6285,0.4086475942782835,2016,13675,DEMOCRAT,TREMPEALEAU,WISCONSIN,WI,5636,0.4121389396709323,-0.3491345392648837,7
590,590,2020,55123.0,15923,DEMOCRAT,VERNON,WISCONSIN,WI,7457,0.4683162720592853,2016,14213,DEMOCRAT,VERNON,WISCONSIN,WI,6352,0.4469147963132344,2.140147574605095,1
591,591,2020,55125.0,15369,DEMOCRAT,VILAS,WISCONSIN,WI,5903,0.3840848461188106,2016,13612,DEMOCRAT,VILAS,WISCONSIN,WI,4770,0.350426094622392,3.365875149641861,3
592,592,2020,55127.0,57600,DEMOCRAT,WALWORTH,WISCONSIN,WI,22789,0.3956423611111111,2016,51324,DEMOCRAT,WALWORTH,WISCONSIN,WI,18706,0.3644688644688644,3.1173496642246667,3
593,593,2020,55129.0,10378,DEMOCRAT,WASHBURN,WISCONSIN,WI,3867,0.3726151474272499,2016,9148,DEMOCRAT,WASHBURN,WISCONSIN,WI,3284,0.3589855706165282,1.3629576810721744,0
594,594,2020,55131.0,88070,DEMOCRAT,WASHINGTON,WISCONSIN,WI,26650,0.3026002043828772,2016,78003,DEMOCRAT,WASHINGTON,WISCONSIN,WI,20855,0.267361511736728,3.523869264614921,3
595,595,2020,55133.0,267996,DEMOCRAT,WAUKESHA,WISCONSIN,WI,103906,0.3877147420110748,2016,239042,DEMOCRAT,WAUKESHA,WISCONSIN,WI,79200,0.3313225290953054,5.63922129157694,8
596,596,2020,55135.0,29130,DEMOCRAT,WAUPACA,WISCONSIN,WI,9703,0.3330930312392722,2016,26024,DEMOCRAT,WAUPACA,WISCONSIN,WI,8440,0.3243160159852444,0.8777015254027853,4
597,597,2020,55137.0,13568,DEMOCRAT,WAUSHARA,WISCONSIN,WI,4388,0.3234080188679245,2016,11999,DEMOCRAT,WAUSHARA,WISCONSIN,WI,3792,0.3160263355279606,0.7381683339963863,4
598,598,2020,55139.0,94032,DEMOCRAT,WINNEBAGO,WISCONSIN,WI,44060,0.4685638931427599,2016,87144,DEMOCRAT,WINNEBAGO,WISCONSIN,WI,37054,0.4252042596162673,4.335963352649258,6
599,599,2020,55141.0,41298,DEMOCRAT,WOOD,WISCONSIN,WI,16365,0.3962661630103152,2016,37800,DEMOCRAT,WOOD,WISCONSIN,WI,14232,0.3765079365079365,1.975822650237874,0
